 36, 93, 17, 68, 24,  9, 40,  0, 86, 64, 71, 98, 50,100, 37, 95, 0
 57,100, 54, 87, 49, 59, 45, 35, 44, 26, 43, 11, 43,  1, 43,  0, 1
 14, 75, 32, 98, 63, 85, 45, 27,  1,  0, 84,  6,100,  6, 95, 12, 2
 27, 77, 49,100, 55, 65, 75, 63, 86, 31, 43,  0, 14, 11, 19, 29, 3
 46,100, 30, 42, 63, 44, 51, 89, 54, 25, 54,  6, 54,  2, 63,  2, 4
 26, 91, 38, 78, 81, 74, 96, 30, 43,  0,  7, 26, 39,100, 97, 96, 5
 71, 97, 33, 86, 20, 40, 41,  2, 80, 15, 64, 54, 31, 61, 19, 51, 6
 16,100, 79, 96, 78, 91, 53, 68, 44, 46, 37, 22, 33,  8, 32,  0, 7
 49, 60, 87, 89, 41,100, 48, 59, 86, 14, 24,  3, 21, 52, 54, 58, 8
 74, 78, 67, 94, 16, 80, 49, 55, 84, 76, 54, 49, 40, 18, 35,  0, 9
