  3, 60, 46, 98, 98, 82, 96, 35, 56,  0,  7, 10,  0, 42,  2, 60, 0
 33, 79, 51, 90, 67,100, 58, 72, 46, 35, 36,  8, 34,  2, 33,  0, 1
 17, 78, 32, 97, 65, 97, 74, 55, 35, 11, 55,  4, 79,  3, 92,  0, 2
 35, 69, 68,100, 83, 85, 43, 47, 84, 41, 89, 10, 23,  5,  8, 17, 3
 26,100, 29, 53, 29, 36, 54, 44, 72, 44, 60, 35, 57, 10, 57,  0, 4
 32,100, 27, 51, 62, 55, 91, 30, 68,  0,  9,  7, 66, 82, 90, 78, 5
 82,100, 55, 97, 21, 65, 25,  7, 69,  4, 72, 37, 27, 51, 21, 50, 6
 15, 82, 36, 90, 74, 99, 76, 89, 80, 55, 83, 17, 85,  2, 85,  0, 7
 12, 79, 50,100, 53, 56, 15, 19, 76,  0, 83, 28, 23, 60, 16, 68, 8
 72, 87, 67, 98, 28, 68, 40, 53, 66, 80, 64, 45, 58, 15, 56,  0, 9
