 37, 66, 49, 96, 62, 81, 65, 35, 40,  2, 35, 14, 39, 61, 39, 70, 0
 70,100, 63, 83, 52, 57, 41, 34, 36, 23, 34, 15, 31,  5, 30,  0, 1
 34,100, 75, 94, 79, 83, 15, 18, 32,  6, 77,  1, 91,  0, 99,  0, 2
 27, 84, 51,100, 70, 88, 25, 50, 64, 50, 81, 30, 47,  2, 26,  0, 3
 55,100, 23, 40, 17, 26, 65, 43, 82, 44, 58, 48, 56, 16, 56,  0, 4
 44,100, 44, 58, 84, 33, 80,  8, 25,  1,  9, 40, 79, 86, 91, 84, 5
 77,100, 32, 67, 24, 16, 50,  0, 58, 29, 51, 49, 38, 55, 30, 52, 6
 20, 98, 36,100, 79, 91, 61, 83, 43, 52, 39, 34, 37, 11, 36,  0, 7
 67, 54, 90, 88, 56, 94, 77, 47, 92, 13, 10, 13, 49, 58, 68, 55, 8
 68, 72, 65, 89, 58, 97, 32, 73, 48, 62, 59, 75, 53, 26, 49,  0, 9
