 36, 96, 59, 99, 87, 57, 65,  8, 24,  0, 13, 31, 28, 73, 35, 84, 0
 48, 90, 63, 95, 47, 23, 46, 14, 40,  0, 47,  1, 56,  2, 60,  3, 1
 21, 87, 33,100, 64, 78, 64, 38, 18, 13, 42,  5, 82,  1, 87,  0, 2
 39,100, 73, 91, 51, 58, 80, 60, 85, 22, 44,  0, 12, 18, 31, 44, 3
 41,100,  8, 50, 79, 45, 57, 54, 56, 17, 53,  1, 54,  0, 60,  0, 4
 44,100, 41, 73, 63, 68, 78, 31, 45,  0, 19, 22, 50, 94, 82, 94, 5
 62,100, 32, 64, 21,  0, 58,  8, 78, 35, 49, 53, 34, 52, 28, 48, 6
 21, 99, 47, 99, 77, 89, 61, 71, 51, 49, 42, 19, 38,  5, 37,  0, 7
 22, 76, 50,100, 78, 80, 32, 22, 38,  2, 74,  9, 70, 42, 22, 56, 8
 75, 89, 71,100, 24, 70, 46, 53, 64, 70, 66, 79, 53, 10, 51,  0, 9
