 91, 74, 59,100,  9, 52, 35,  1, 68,  6, 80, 45, 83, 68, 83, 82, 0
 34, 80, 60, 96, 64, 80, 58, 46, 55, 27, 55, 10, 52,  0, 62,  0, 1
  6, 76, 15,100, 52, 85, 64, 66, 40, 43,  9, 18, 20, 14, 98,  0, 2
 22, 70, 35, 97, 46, 72, 24, 47, 78, 30, 46,  2, 26,  0, 11, 13, 3
 58,100, 14, 42, 20, 36, 48, 36, 72, 36, 58, 66, 50, 20, 47,  0, 4
 47,100, 35, 59, 57, 62, 89, 43, 84,  7, 29,  8,  7, 40, 78, 90, 5
 90,100, 38, 82, 14, 57, 11, 14, 68,  2, 89, 27, 73, 56, 28, 71, 6
 39,100, 54, 99, 77, 96, 81, 90, 37, 61, 25, 32, 17, 11, 15,  0, 7
 43, 55, 63, 87, 28, 99, 15, 65, 86,  3, 13, 11, 41, 36, 50, 52, 8
 72, 68, 67, 94, 30, 87, 35, 60, 72, 65, 58, 29, 54, 13, 52,  0, 9
