 64, 94, 33, 81, 21, 23, 36,  0, 65, 21, 79, 68, 77, 91, 62,100, 0
 42, 87, 59, 98, 67, 99, 54, 41, 44,  5, 33,  0, 56,  1, 62,  1, 1
 16, 74, 18, 97, 48, 98, 59, 55, 20, 13, 38,  2, 84,  1, 82, 23, 2
 27,100, 42, 96, 69, 75, 35, 57, 75, 39, 48,  0, 28,  8, 27, 19, 3
 41,100,  8, 50, 30, 42, 95, 39, 48, 46, 48, 18, 42,  2, 63,  0, 4
 39,100, 19, 55, 68, 59, 77, 20, 50,  1, 21, 16, 58, 94, 85, 94, 5
 72, 99, 39, 87, 29, 31, 46,  2, 69, 10, 65, 44, 48, 63, 28, 63, 6
  7,100, 91, 96, 67, 81, 45, 56, 36, 33, 33, 11, 33,  4, 34,  0, 7
 63, 61, 63, 96, 17, 83, 73, 41, 67,  4, 36,  2, 19, 55, 53, 61, 8
 73, 87, 62, 99, 25, 67, 54, 58, 74, 80, 60, 45, 54, 11, 48,  0, 9
