 91, 94, 19, 66,  0, 11, 17,  7, 83, 39,100, 82, 94, 88, 89, 89, 0
 62,100, 60, 82, 53, 58, 47, 35, 43, 23, 40, 11, 38,  1, 38,  0, 1
 50, 82, 51, 97, 58,100, 69, 85, 59, 29, 21,  3, 65,  1, 80,  0, 2
 41,100, 70, 99, 68, 73, 32, 55, 71, 48, 74, 36, 35,  4, 26,  0, 3
 32, 99, 26, 68, 20, 45, 74, 47, 55, 70, 55, 31, 56,  6, 57,  0, 4
 25,100, 33, 63, 68, 43, 72, 20, 31,  0, 18, 16, 31, 91, 82, 85, 5
100, 86, 22, 61,  0, 18, 13, 13, 22, 23, 25, 34, 21, 43, 16, 48, 6
 26, 96, 34, 98, 53,100, 70,100, 73,100, 60, 55, 44, 15, 38,  0, 7
 30, 93, 62,100, 70, 70, 12, 14, 86,  4, 81, 37, 47, 73, 38, 74, 8
 68,100, 32, 77, 40, 56, 53, 70, 60, 86, 60, 37, 59,  6, 56,  0, 9
