 43, 98, 60,100, 84, 51, 53,  6, 21,  2, 20, 62, 35, 91, 44, 99, 0
 37, 72, 59, 96, 63, 85, 60, 28, 57, 12, 31,  0, 52,  1, 69,  1, 1
 25, 67, 39, 98, 69, 83, 58, 39,  3, 19, 71,  3, 95,  0,100, 20, 2
 21,100, 81, 87, 40, 63, 79, 56, 69,  7, 38,  0, 28,  6, 17, 15, 3
 64,100, 23, 43, 52, 46, 63, 84, 68, 20, 67,  3, 63,  2, 77,  4, 4
 33, 88, 80, 86, 27, 51, 82, 46, 89, 21, 60,  2, 24,  5, 11, 10, 5
 69,100, 36, 50, 31, 11, 39,  1, 63, 16, 51, 46, 46, 49, 38, 47, 6
 15, 99, 45, 99, 81, 97, 78, 90, 53, 63, 37, 29, 30,  4, 30,  0, 7
 59, 97, 26, 94, 37, 61, 83, 21, 23,  6, 17, 35, 54, 63, 71, 68, 8
 75, 92, 69, 99, 29, 93, 31, 53, 68, 53, 71, 79, 62, 48, 53,  0, 9
