 48, 94, 65, 85, 80, 46, 59, 12, 27,  2, 20, 29, 40, 85, 49,100, 0
 21, 69, 79,100, 68, 59, 52, 13, 40,  2, 54,  2, 60,  2, 66,  2, 1
 22, 67, 36, 97, 63, 78, 64, 50, 26, 13, 16,  7, 65,  6, 86,  0, 2
 35, 99, 79, 90, 70, 67, 40, 53, 80, 43, 85, 21, 51,  3, 15,  0, 3
 50,100, 46, 68, 35, 34, 37, 25, 64, 27, 57, 44, 50,  9, 50,  0, 4
 16, 96, 22, 77, 82, 54, 79, 18, 46,  0, 22, 93, 45, 97, 64,100, 5
 49,100, 35, 56, 49,  7, 64,  4, 57, 30, 46, 42, 41, 47, 36, 48, 6
 68, 84, 87, 78, 91, 76, 96, 72,100, 67, 39, 34,  2, 17,  0, 16, 7
 54, 66, 63, 90, 44,100, 50, 64, 69, 26, 34,  1, 43, 52, 51, 65, 8
 61, 87, 60, 98, 37, 75, 46, 53, 63, 73, 55, 22, 52,  7, 51,  0, 9
