 38, 89, 63,100, 91, 71, 93, 30, 37,  1,  5, 65, 23, 97, 39, 97, 0
 55,100, 49, 60, 48, 43, 47, 23, 46, 15, 45,  7, 45,  3, 45,  0, 1
 16, 97, 43, 86, 77, 55, 49, 20, 10, 16, 86, 14,100,  5,100, 14, 2
 26,100, 44, 86, 61, 64, 35, 53, 80, 42, 50,  1, 20,  8, 18, 26, 3
 60,100, 24, 51, 39, 47, 65, 82, 65, 31, 65, 10, 63,  1, 71,  1, 4
 13, 94, 16, 65, 92, 64, 74, 10, 11,  8,  0, 18, 21, 90, 72, 85, 5
 63,100, 36, 80, 26, 23, 39,  2, 72, 10, 67, 43, 46, 48, 32, 47, 6
 12, 99, 61, 96, 88, 91, 56, 59, 37, 32, 32, 11, 32,  4, 32,  0, 7
 40, 88, 63,100, 64, 78, 17, 50, 22, 16, 85,  4, 48, 70, 25, 80, 8
 69, 83, 62,100, 31, 82, 53, 57, 65, 78, 60, 40, 55, 14, 55,  0, 9
